"detailid","tarih","marka","seri","model","yil","yakit","vites","hacim","guc","kilometre","takas","kimden","fiyat"
"3404","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.165","Takasa Uygun","Sahibinden","0.0995"
"3405","04 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2008","Benzin","D&#252;z","1390 cc","140 hp","0.185","Takasa Uygun Değil","Sahibinden","0.0535"
"3406","04 Aralık 2019","Volkswagen","Jetta","1.6 Comfortline","0.2009","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.203","Takasa Uygun","Sahibinden","0.06899999999999999"
"3407","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.2011","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.225","Takasa Uygun","Sahibinden","0.058"
"3408","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.203","Takasa Uygun Değil","Sahibinden","0.0805"
"3409","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.229","Takasa Uygun","Galeriden","0.075"
"3410","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.088","Takasa Uygun Değil","Sahibinden","0.115"
"3411","04 Aralık 2019","Volkswagen","Jetta","1.9 TDi Primeline","0.2008","Dizel","D&#252;z","1896 cc","105 hp","0.2475","Takasa Uygun Değil","Sahibinden","0.0515"
"3412","04 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2014","Benzin","D&#252;z","1201 - 1400 cm3","101 - 125 HP","0.0795","Takasa Uygun Değil","Galeriden","0.09075"
"3413","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.1635","Takasa Uygun","Sahibinden","0.108"
"3414","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Exclusive","0.2011","Dizel","D&#252;z","1598 cc","105 hp","0.23","Takasa Uygun","Galeriden","0.046900000000000004"
"3415","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.16","Takasa Uygun","Galeriden","0.0799"
"3416","04 Aralık 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2013","Benzin","D&#252;z","1197 cc","105 hp","0.107","Takasa Uygun","Sahibinden","0.078"
"3417","04 Aralık 2019","Volkswagen","Jetta","1.6 Comfortline","0.2006","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.2","Takasa Uygun","Galeriden","0.05"
"3418","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.179","Takasa Uygun","Galeriden","0.096"
"3419","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2015","Dizel","Otomatik","1401 - 1600 cm3","101 - 125 HP","0.11","Takasa Uygun","Galeriden","0.1179"
"3420","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.077","Takasa Uygun","Galeriden","0.12495"
"3421","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.192","Takasa Uygun Değil","Sahibinden","0.0815"
"3422","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.158","Takasa Uygun","Sahibinden","0.073"
"3423","04 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.1025","Takasa Uygun Değil","Sahibinden","0.11"
"3424","04 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2017","Benzin","Otomatik","1401 - 1600 cm3","126 - 150 HP","0.07","Takasa Uygun Değil","Sahibinden","0.115"
"3425","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.115","Takasa Uygun","Sahibinden","0.0875"
"3426","04 Aralık 2019","Volkswagen","Jetta","1.6 Midline","0.2006","Benzin","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.197","Takasa Uygun","Galeriden","0.059"
"3427","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.185","Takasa Uygun Değil","Sahibinden","0.102"
"3428","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","D&#252;z","1598 cc","105 hp","0.119","Takasa Uygun Değil","Sahibinden","0.103"
"3429","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.17","Takasa Uygun Değil","Sahibinden","0.0925"
"3430","04 Aralık 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2013","Benzin","Yarı Otomatik","1390 cc","122 hp","0.093","Takasa Uygun","Galeriden","0.1065"
"3431","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.092","Takasa Uygun","Galeriden","0.1155"
"3432","03 Aralık 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2013","Benzin","D&#252;z","1390 cc","122 hp","0.1","Takasa Uygun Değil","Sahibinden","0.0989"
"3433","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.079685","Takasa Uygun Değil","Sahibinden","0.1225"
"3434","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.17135","Takasa Uygun","Galeriden","0.0885"
"3435","03 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2015","Benzin","D&#252;z","1395 cc","125 hp","0.047200000000000006","Takasa Uygun Değil","Sahibinden","0.12000000000000001"
"3436","03 Aralık 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2015","Benzin","Yarı Otomatik","1197 cc","105 hp","0.044","Takasa Uygun Değil","Sahibinden","0.0915"
"3437","03 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2012","Benzin","Yarı Otomatik","1197 cc","105 hp","0.124","Takasa Uygun Değil","Sahibinden","0.0795"
"3438","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.145","Takasa Uygun Değil","Galeriden","0.108"
"3439","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.224","Takasa Uygun Değil","Sahibinden","0.054"
"3440","03 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.201","Benzin","D&#252;z","1595 cc","102 hp","0.067","Takasa Uygun Değil","Sahibinden","0.073"
"3441","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.202","Takasa Uygun","Sahibinden","0.09000000000000001"
"3442","03 Aralık 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2015","Benzin","D&#252;z","1197 cc","105 hp","0.063022","Takasa Uygun Değil","Galeriden","0.1129"
"3443","03 Aralık 2019","Volkswagen","Jetta","1.4 TSi Exclusive","0.2011","Benzin","Yarı Otomatik","1390 cc","122 hp","0.205","Takasa Uygun Değil","Sahibinden","0.0765"
"3444","03 Aralık 2019","Volkswagen","Jetta","1.6","0.1983","Dizel","D&#252;z","1401 - 1600 cm3","51 - 75 HP","0.375","Takasa Uygun","Sahibinden","0.007500000000000001"
"3445","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.14","Takasa Uygun Değil","Sahibinden","0.1035"
"3446","03 Aralık 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.147","Takasa Uygun Değil","Sahibinden","0.059"
"3447","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi","0.1982","Dizel","D&#252;z","1588 cc","70 hp","0.23","Takasa Uygun","Sahibinden","0.012"
"3448","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","D&#252;z","1598 cc","105 hp","0.06475","Takasa Uygun Değil","Sahibinden","0.103"
"3449","03 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2016","Benzin","D&#252;z","1197 cc","105 hp","0.083","Takasa Uygun Değil","Sahibinden","0.09000000000000001"
"3450","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.145644","Takasa Uygun","Galeriden","0.112"
"3451","03 Aralık 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.129","Takasa Uygun Değil","Sahibinden","0.0655"
"3452","03 Aralık 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.153","Takasa Uygun Değil","Sahibinden","0.0555"
"3453","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.226","Takasa Uygun Değil","Galeriden","0.056499999999999995"
"3454","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.122","Takasa Uygun","Sahibinden","0.096"
"3455","03 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2011","Benzin","Otomatik","1595 cc","102 hp","0.11","Takasa Uygun Değil","Sahibinden","0.07200000000000001"
"3456","03 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","D&#252;z","1395 cc","125 hp","0.038","Takasa Uygun","Galeriden","0.121"
"3457","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.076","Takasa Uygun Değil","Sahibinden","0.108"
"3458","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.09555","Takasa Uygun","Sahibinden","0.111"
"3459","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.098","Takasa Uygun Değil","Sahibinden","0.11299999999999999"
"3460","03 Aralık 2019","Volkswagen","Jetta","1.4 TSi Midline","0.2008","Benzin","D&#252;z","1390 cc","122 hp","0.137","Takasa Uygun","Sahibinden","0.063"
"3461","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.077","Takasa Uygun","Sahibinden","0.107"
"3462","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.209","Takasa Uygun","Galeriden","0.085"
"3463","03 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2015","Benzin","Yarı Otomatik","1197 cc","105 hp","0.0865","Takasa Uygun","Galeriden","0.0975"
"3464","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.167","Takasa Uygun Değil","Sahibinden","0.08925"
"3465","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.123586","Takasa Uygun Değil","Sahibinden","0.11"
"3466","03 Aralık 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.101","Takasa Uygun Değil","Sahibinden","0.06275"
"3467","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.201","Dizel","Yarı Otomatik","1598 cc","105 hp","0.214","Takasa Uygun","Sahibinden","0.051"
"3468","03 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2015","Benzin","D&#252;z","1197 cc","105 hp","0.055","Takasa Uygun Değil","Sahibinden","0.09000000000000001"
"3469","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.187","Takasa Uygun","Galeriden","0.0885"
"3470","03 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.174","Takasa Uygun","Galeriden","0.0675"
"3471","02 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.201","Benzin","Yarı Otomatik","1390 cc","122 hp","0.2","Takasa Uygun Değil","Sahibinden","0.060000000000000005"
"3472","02 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2015","Benzin","Yarı Otomatik","1197 cc","105 hp","0.082","Takasa Uygun Değil","Sahibinden","0.1125"
"3473","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.197","Takasa Uygun Değil","Sahibinden","0.0955"
"3474","02 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2006","Benzin","D&#252;z","1595 cc","102 hp","0.096","Takasa Uygun Değil","Sahibinden","0.06075"
"3475","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.086","Takasa Uygun Değil","Sahibinden","0.1325"
"3476","02 Aralık 2019","Volkswagen","Jetta","1.4 TSi Trendline","0.2013","Benzin","D&#252;z","1390 cc","122 hp","0.151","Takasa Uygun Değil","Sahibinden","0.07100000000000001"
"3477","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.113","Takasa Uygun","Sahibinden","0.1095"
"3478","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.101","Takasa Uygun","Sahibinden","0.11349999999999999"
"3479","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.0215","Takasa Uygun","Sahibinden","0.061500000000000006"
"3480","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.095","Takasa Uygun Değil","Sahibinden","0.106"
"3481","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.124","Takasa Uygun Değil","Sahibinden","0.09475"
"3482","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.18","Takasa Uygun","Sahibinden","0.075"
"3483","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.158","Takasa Uygun","Galeriden","0.08449999999999999"
"3484","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","D&#252;z","1598 cc","90 hp","0.23","Takasa Uygun","Sahibinden","0.06499999999999999"
"3485","02 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2017","Benzin","D&#252;z","1197 cc","105 hp","0.061500000000000006","Takasa Uygun","Sahibinden","0.078"
"3486","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.118","Takasa Uygun Değil","Sahibinden","0.0815"
"3487","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2011","Dizel","D&#252;z","1598 cc","105 hp","0.13","Takasa Uygun Değil","Sahibinden","0.095"
"3488","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","Otomatik","1401 - 1600 cm3","101 - 125 HP","0.169","Takasa Uygun Değil","Sahibinden","0.06499999999999999"
"3489","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.068377","Takasa Uygun Değil","Sahibinden","0.1175"
"3490","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.068377","Takasa Uygun Değil","Sahibinden","0.1175"
"3491","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.09","Takasa Uygun Değil","Sahibinden","0.122"
"3493","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.14","Takasa Uygun","Galeriden","0.08699"
"3494","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.174","Takasa Uygun","Sahibinden","0.079"
"3495","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.2011","Dizel","D&#252;z","1598 cc","90 hp","0.093","Takasa Uygun Değil","Sahibinden","0.068"
"3496","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.16","Takasa Uygun Değil","Sahibinden","0.085"
"3497","02 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2011","Benzin","D&#252;z","1197 cc","105 hp","0.167545","Takasa Uygun","Sahibinden","0.06595000000000001"
"3498","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.148","Takasa Uygun Değil","Sahibinden","0.06899999999999999"
"3499","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1601 - 1800 cm3","126 - 150 HP","0.156121","Takasa Uygun Değil","Sahibinden","0.085"
"3500","02 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Trendline","0.2017","Benzin","Yarı Otomatik","1395 cc","125 hp","0.065","Takasa Uygun Değil","Galeriden","0.114"
"3501","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2011","Dizel","D&#252;z","1598 cc","105 hp","0.17475","Takasa Uygun Değil","Sahibinden","0.060000000000000005"
"3502","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.205","Takasa Uygun","Galeriden","0.092"
"3503","02 Aralık 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2013","Benzin","Yarı Otomatik","1390 cc","122 hp","0.059","Takasa Uygun Değil","Sahibinden","0.1"
"3504","02 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","D&#252;z","1395 cc","125 hp","0.033","Takasa Uygun","Sahibinden","0.11699999999999999"
"3505","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.08","Takasa Uygun","Sahibinden","0.1035"
"3506","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.142","Takasa Uygun Değil","Sahibinden","0.08650000000000001"
"3507","02 Aralık 2019","Volkswagen","Jetta","1.6 Midline","0.2009","Benzin","D&#252;z","1595 cc","102 hp","0.213","Takasa Uygun Değil","Galeriden","0.06475"
"3508","02 Aralık 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.196","Takasa Uygun Değil","Sahibinden","0.056"
"3509","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.14","Takasa Uygun","Sahibinden","0.10500000000000001"
"3510","02 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2006","Benzin","D&#252;z","1595 cc","102 hp","0.125","Takasa Uygun Değil","Sahibinden","0.0625"
"3511","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.181","Takasa Uygun","Sahibinden","0.08349999999999999"
"3512","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.092","Takasa Uygun Değil","Sahibinden","0.125"
"3513","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.189","Takasa Uygun Değil","Sahibinden","0.058499999999999996"
"3514","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Midline","0.201","Dizel","Yarı Otomatik","1598 cc","105 hp","0.178","Takasa Uygun Değil","Sahibinden","0.055"
"3515","02 Aralık 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2008","Benzin","D&#252;z","1598 cc","115 hp","0.185","Takasa Uygun Değil","Sahibinden","0.055"
"3516","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.0842","Takasa Uygun Değil","Sahibinden","0.1145"
"3517","02 Aralık 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2015","Benzin","D&#252;z","1390 cc","122 hp","0.0665","Takasa Uygun Değil","Sahibinden","0.112"
"3518","02 Aralık 2019","Volkswagen","Jetta","1.6 TDi","0.1982","Dizel","D&#252;z","1588 cc","70 hp","0.222","Takasa Uygun Değil","Sahibinden","0.0085"
"3519","02 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2015","Benzin","D&#252;z","1197 cc","105 hp","0.045899999999999996","Takasa Uygun","Galeriden","0.09690000000000001"
"3520","01 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Highline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.095","Takasa Uygun","Galeriden","0.11895"
"3521","01 Aralık 2019","Volkswagen","Jetta","1.9 TDi Midline","0.2008","Dizel","Yarı Otomatik","1896 cc","105 hp","0.21","Takasa Uygun","Galeriden","0.053"
"3522","01 Aralık 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2015","Benzin","D&#252;z","1197 cc","105 hp","0.05725","Takasa Uygun Değil","Sahibinden","0.1025"
"3523","01 Aralık 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.105","Takasa Uygun Değil","Sahibinden","0.08650000000000001"
